website,name,telnumber,address,logo,email
https://www.schrijnwerkenbruyninckx.be,Bruyninckx R,016 77 79 77,"Heerbaan 58, 3472 Kersbeek-Miskom (Kortenaken)",yes,romain.bruyninckx@telenet.be
http://dakwerkenkurtgooik.be,Dakwerken Kurt,054 32 14 97,"Goteringenstraat 32, 1755 Kester (Gooik)",yes,info@dakwerkenkurt.be
http://epdmdakengent.be,Dakwerken Edj,0478 67 35 10,"Kerkstraat 9, 9521 Letterhoutem (Sint-Lievens-Houtem)",yes,erwin.de.jonge@telenet.be
http://www.matthewvaneester.be,MVE BVBA,0477 40 71 03,"Broechemsesteenweg 148, 2531 Vremde (Boechout)",yes,info@matthewvaneester.be
http://parketvloerenrenoba.be,Renoba Parket,050 67 87 10,"Astridlaan 232, 8310 Assebroek (Brugge)",yes,info@renobaparket.be
http://www.carllaloo.be,Schilder- en Decoratiewerken Carl Laloo,0472 03 13 13,"Bruggestraat 112, 8730 Oedelem (Beernem)",yes,info@carllaloo.be
http://www.schilderwerkenlavaert.be,Schilderwerken Lavaert Jan,0479 80 83 16,"Rozenlaan 16, 9800 Petegem-aan-de-Leie (Deinze)",yes,schilderwerkenlavaert@telenet.be
None,Bouwonderneming Verhaegen,0477 54 41 59,"Willekenslaan 110, 3130 Betekom (Begijnendijk)",yes,verhaegen_bouw@hotmail.com
None,Schrijnwerkerij Guy Schuddinck,None,"Bohemen 12, 9260 Wichelen",yes,guy.schuddinck@skynet.be
http://www.van-steenvoort.be,B&H Van Steenvoort,03 633 11 34,"De Prolistraat 48 A, 2930 Brasschaat",yes,hendrik@van-steenvoort.be
None,Schilderwerken Piot-Sel,0475 89 71 10,"Trolieberg 49 B, 3010 Kessel-Lo (Leuven)",yes,piot-sel@telenet.be
http://www.zizointerieur.be,ZiZo Interieur,0478 61 24 12,"Leuvensebaan 136/A, 2580 Putte",yes,benny.zizointerieur@gmail.com
None,A Laenen & Zonen,03 236 61 89,"Van Montfortstraat 54-56, 2140 Borgerhout (Antwerpen)",yes,laenen.zonen@skynet.be
http://nickverschuere.be,Nick Verschuere schrijnwerker,0478 25 63 72,"Otegemstraat 306, 8550 Zwevegem",yes,nick.verscheure@telenet.be
http://www.vens.be,Bouwbedrijf Vens,051 61 12 19,"Kortrijksteenweg 16, 8750 Zwevezele (Wingene)",yes,info@vens.be
None,AST - Algemene Schilderwerken Terbank,0495 14 16 51,"Tweekleinewegenstraat 64, 3001 Heverlee (Leuven)",yes,ast.schilder@scarlet.be
http://www.braekman.be,Bouwbedrijf BVBA Braekman & Zoon,0478 56 32 71,"Strijmeers 29, 9520 Vlierzele (Sint-Lievens-Houtem)",yes,bouwbedrijf.braekman@telenet.be
http://morel-ondernemingen.be,Morel Ondernemingen,03 455 23 18,"Provinciesteenweg 542, 2530 Boechout",yes,info@morel-bvba.be
http://www.aanleg-daken.be,Krick Marc,09 367 86 30,"Brugstraat 47, 9270 Kalken (Laarne)",yes,marc.krick@skynet.be
http://www.voegwerkenzele.be,Verleysen Marco Voegwerken en Gevelrenovatie,0496 33 30 38,"Alois De Beulelaan 30A-W1, 9240 Zele",yes,marcoverleysen@telenet.be
http://www.afbraakwerkenvanderplaslebbeke.be,Van Der Plas & Zoon,0476 60 51 38,"Fabrieksstraat 42, 9280 Lebbeke",yes,van.der.plas@telenet.be
http://demcombvba.be,Demcom,0475 52 21 46,"Leopoldslei 131, 2930 Brasschaat",yes,demcombvba@gmail.com
http://www.dakwerkenwolvertem.be,Algemene Dakwerken Siemons Erik,052 30 00 61,"Grotendries 12, 1861 Wolvertem (Meise)",yes,erik.siemons@telenet.be
http://www.goeminne.be,Roger Goeminne,09 383 59 08,"Driesstraat 27, 9750 Huise (Zingem)",yes,info@goeminne.be
None,Dakwerken Vermandere Johan,051 72 39 50,"Daalderstraat 6, 8810 Lichtervelde",yes,johan.vermandere1@telenet.be
http://baetensronny.be,Baetens Ronny,0495 60 98 85,"Dorpvaart 31, 9180 Moerbeke",yes,ronny.baetens@telenet.be
http://www.kovoconstruct.be,Kovo Construct,0478 74 69 44,"Moerkantsebaan 113, 2910 Essen",yes,info@kovoconstruct.be
http://www.fvervaeke.be,Vervaeke Frederik,056 71 38 30,"Nieuwstraat 9, 8792 Desselgem (Waregem)",yes,frederik@fvervaeke.be
http://www.vermeesenschilderwerkenlommel.be,Algemene Schilderwerken Vermeesen Eddie,0476 26 11 76,"Burgemeesterstraat 95, 3920 Lommel",yes,eddievermeesen@hotmail.com
http://www.pce-decoratie.be,PCE Decoratie,0473 53 49 17,"Wijnendalestraat 48, 8800 Beveren (Roeselare)",yes,info@pce-decoratie.be
http://www.xdeco.be,X-Deco,0479 40 01 89,"Blokkestraat 33, 8550 Zwevegem",yes,info@xdeco.be
http://dakwerkenvancraen.be,Van Craen,0475 77 81 89,"Trommelstraat 22/A, 2223 Schriek (Heist-op-den-Berg)",yes,rudi.van.craen@skynet.be
http://www.carloplevoets.be,Plevoets Carlo,011 68 68 11,"Industriezone Schurhovenveld 2407, 3800 Sint-Truiden",yes,info@carloplevoets.be
http://www.dakwerkenpeytier.be,Peytier Alg Dakwerken,052 37 59 30,"Dries 65, 9420 Bambrugge (Erpe-Mere)",yes,info@dakwerkenpeytier.be
http://www.vandercruyssen-bvba.be,Algemene Bouwwerken Vandercruyssen,09 226 51 75,"Peerstraat 195, 9000 Gent",yes,vandercruyssen.bvba@telenet.be
http://www.betonwerkenallconstruct.be,All Construct,055 42 53 56,"Industrielaan 20, 9660 Opbrakel (Brakel)",yes,all.construct@pandora.be
http://www.mm-renovation.be,M & M Renovation,0472 91 48 73,"Afrikalaan 295, 9000 Gent",yes,info@mm-renovation.be
http://www.tiptop-renovatie.be,Tip Top,03 775 20 75,"Parmastraat 62, 9120 Melsele (Beveren)",yes,info@tiptop-renovatie.be
http://www.camerier.be,Camerier Yoery,0477 28 48 31,"Peperstraat 0093, 1910 Nederokkerzeel (Kampenhout)",yes,schilderwerken.camerier@telenet.be
http://www.dakwerken-dewael.be,Dakwerken Dewael,0496 23 27 26,"Campstraat 23, 3670 Gruitrode (Meeuwen-Gruitrode)",yes,dakwerkendewael@telenet.be
http://www.vlc-leukemans.be,Bouwonderneming VLC Leukemans NV,015 26 20 98,"Koningin Astridlaan 25, 2800 Mechelen",yes,vlc@pandora.be
http://www.dakenisolatie.be,D & I Dak en Isolatie,0476 60 57 90,"Heuvelstraat 53, 3550 Heusden (Heusden-Zolder)",yes,info@dakenisolatie.be
http://www.dakwerkenbeineluc.be,Dakwerken Beine Luc,011 83 20 51,"Sint-Norbertusstraat 56, 3400 Landen",yes,info@dakwerkenbeineluc.be
http://www.grondwerkenclaes.be,Claes J,089 35 79 76,"Winterbeeklaan 35, 3600 Genk",yes,None
http://schilderwerkenclaerbout.be,Claerbout Schilderwerken,0472 62 70 15,"Kapellestraat 3, 9690 Ruien (Kluisbergen)",yes,info@schilderwerkenclaerbout.be
http://www.smetrent.be,Smet Rent,03 772 34 49,"Kleemstraat 21, 9111 Belsele (Sint-Niklaas)",yes,info@smetrent.be
http://www.mcm-bouw.be,MCM Algemeen Bouwbedrijf,03 312 82 20,"Energieweg 12, 2390 Oostmalle (Malle)",yes,info@mcm-bouw.be
None,Deputter Jos,016 72 02 04,"Malendriesstraat 61, 3370 Kerkom (Boutersem)",yes,None
http://renovatie-vrancken.be,Vrancken Bouw,0476 66 86 67,"Hooidonkstraat 42 A, 2560 Nijlen",yes,klinkerlegger@pandora.be
http://m.stroobandtrudi.be/nl/ms/ms/contact-sint-katelijne-waver-2860/ms-229654-p-3/,Stroobandt R,015 55 27 08,"Lagerheide 2, 2860 Sint-Katelijne-Waver",yes,rudi.stroobandt@telenet.be
http://www.aha-dakwerken.be,AHA-Dakwerken,0478 20 89 66,"Mollekestraat 1, 3830 Wellen",yes,erwin.hamal@gmail.com
http://www.vencodakwerken.be,Venco,052 22 35 52,"Reynoutstraat 14, 9200 Grembergen (Dendermonde)",yes,vencobvba@skynet.be
http://www.bouwondernemingdekeukeleire.be,Bouwonderneming De Keukeleire,0472 86 03 72,"Beekstraat 2, 9860 Oosterzele",yes,dieter.dekeukeleire@telenet.be
http://www.peterbondue.be,Bondue Peter,0476 20 69 38,"'s Graventafelstraat 7, 8980 Passendale (Zonnebeke)",yes,peterbondue@skynet.be
http://www.cloet.be,Cloet Gebr,051 74 43 79,"Lichterveldestraat 15, 8740 Pittem",yes,info@cloet.be
http://www.entrepreneur-renovation-seminara-construct.be,Seminara Construct,02 252 38 34,"Nijverheidsstraat 250, 1800 Vilvoorde",yes,seminara.construct.sprl@skynet.be
http://www.ch-projects.be,CH-Projects,0473 82 26 24,9280 Lebbeke,yes,info@ch-projects.be
http://www.d-en-d.be,D & D,051 20 24 24,"Oude Zilverbergstraat 105, 8800 Rumbeke (Roeselare)",yes,info@d-en-d.be
http://www.schilderwerkenlemmens.be,Schilderwerken Lemmens David,0499 30 23 93,"Grobbendonkseweg 81, 2560 Nijlen",yes,schilderwerkenlemmens@skynet.be
http://www.disztlsedakwerken.be,Disztlse Dakwerken,013 55 35 31,"Klein Broekstraat 23, 3271 Averbode (Scherpenheuvel-Zichem)",yes,info@disztlsedakwerken.be
None,Grond - en Afbraakwerken 's Jongers Rene BVBA,011 25 29 15,"Waterlozenstraat 73, 3550 Zolder (Heusden-Zolder)",yes,sjongers.rene@skynet.be
http://www.schrijnwerkerijdidden.be,Schrijnwerkerij Didden,0495 56 47 87,"Hamonterweg 84/A, 3910 Neerpelt",yes,info@schrijnwerkerijdidden.be
http://www.renovy.be,Renovy,0477 28 64 84,"Noordkaai 1/2, 8870 Izegem",yes,info@renovy.be
http://www.timmerenschrijnwerken-jovano.be,Jovano,0473 55 27 82,"Kaaistraat 26, 8850 Ardooie",yes,jochem.vanderschaeghe@hotmail.com
http://www.bouw-eeckhoutdelanghe.be,Algemene bouwonderneming Eeckhout-De Langhe,09 362 63 86,"Spiegel 24, 9860 Scheldewindeke (Oosterzele)",yes,bvba.eeckhout.delanghe@skynet.be
http://caboorenzonen.be,Caboor & Zonen,0473 76 68 12,"Buntstraat 94, 9940 Evergem",yes,caboor.zonen@skynet.be
http://www.metaaldeclercq.be,De Clercq Metaalconstructie,052 47 90 88,"Zwaarveld 11 A, 9220 Hamme",yes,None
http://www.aannemer-obreno.be,B Obreno,050 59 90 00,"Noordsterstraat 12, 8380 Dudzele (Brugge)",yes,b.obreno@skynet.be
None,Luxaconstruct,02 253 52 04,"Kwerpsebaan 290, 3071 Erps-Kwerps (Kortenberg)",yes,r.lauwers@lux-a-flux.be
http://www.d-a-k.be,D-A-K,0494 30 50 88,"Diestsesteenweg 301, 3010 Kessel-Lo (Leuven)",yes,info@d-a-k.be
http://afbraakwerkendufamgent.be,Dufam,0468 10 32 93,"Vliegtuiglaan 5/bus 5A, 9000 Gent",yes,info@dufam.be
http://www.renovatiewerkenregiogent.be,Renovatiekantoor Klavertje Vier,0499 73 32 89,"Vledermuisstraat 265/A, 9032 Wondelgem (Gent)",yes,info@renovatieklavertjevier.be
http://www.ramen-binnendeuren-trappen.be,Ambachtelijke  Schrijnwerkerij Ronny Wens bvba,014 37 05 52,"Veldenstraat 5 B, 2470 Retie",yes,info@ronnywens.be
http://www.verdonck-mol.be,Grondwerken Veno,014 81 11 14,"Heistraat 37, 2400 Mol",yes,info@verdonck-mol.be
None,Brasschaatse Woningservice,03 653 15 63,"Dullingen 91, 2930 Brasschaat",yes,calewaert.tom@gmail.com
http://delsolnv.be,Del Sol,056 40 22 89,"Noordstraat 1/1, 8560 Gullegem (Wevelgem)",yes,info@delsolnv.be
http://www.a1repair.be,A1 Repair,0475 91 62 51,"Halvemaanstraat 7, 9040 Sint-Amandsberg (Gent)",yes,cardon.eddy@telenet.be
None,Meerts en Zonen,014 65 60 77,"Stadstraat 28 A, 2380 Ravels",yes,info@meertsenzonen.be
http://www.dekuil.be,De Kuil,03 766 40 16,"Kuilstraat 70, 9250 Waasmunster",yes,info@dekuil.be
http://www.deco-bonny.be,Schilder- en decoratiewerken Bonny,0473 28 06 91,"Korenbloemstraat 35/A Holsbeek, 3210 Linden (Lubbeek)",yes,info@deco-bonny.be
http://www.christiaens-bouw.be,Bouwonderneming Christiaens,050 36 37 41,"Legeweg 155, 8020 Oostkamp",yes,info@christiaens-bouw.be
http://www.djsdakwerken.be,DJS Dakwerken,0473 58 18 65,"Nijken 46A, 9400 Denderwindeke (Ninove)",yes,info@djsdakwerken.be
http://www.cb-construct.be,CB-Construct,015 22 92 10,"Industriepark A 47A, 2220 Heist-op-den-Berg",yes,info@cb-construct.be
None,Bestratingen Lambrechts,0475 22 55 49,"'t Zant 27, 3520 Zonhoven",yes,info@bestratingenlambrechts.be
http://www.bouwbedrijfherremans.com,Bouwbedrijf Herremans,0475 65 12 59,"Notelaarstraat 21, 2620 Hemiksem",yes,info@bouwbedrijfherremans.com
http://www.daanschildersbedrijf.be,Daan  Schildersbedrijf,03 652 11 33,"Kardinaal Cardijnplein 12, 2930 Brasschaat",yes,daan@daanschildersbedrijf.be
http://www.dillens.be,Dillens Algemene Bouwwerken,02 356 56 70,"Kromstraat 41, 1500 Halle",yes,info@dillens.be
http://www.leedsedakwerken.be,Leedse Dakwerken,0479 89 27 13,"Kleiweg 23, 9340 Lede",yes,info@leedsedakwerken.be
http://www.rmconcepts.net,RM Concepts,0476 26 35 52,"Klinkaardstraat 182, 2950 Kapellen",yes,info@rmconcepts.net
http://www.schilderwerkencolipaint.be,Colipaint,0473 77 44 23,"Grasdreef 20, 8790 Waregem",yes,info@schilderwerkencolipaint.be
http://www.mahieuservices.be,Mahieu Services,0479 59 51 32,"Heembeekstraat 19, 1800 Vilvoorde",yes,johan.mahieu@telenet.be
http://www.dinihout.be,Dinihout,0472 73 12 81,"Koekelarestraat 66 A, 8610 Kortemark",yes,dinihout@hotmail.com
http://www.renotechvlezenbeek.be,Renotech,02 532 06 09,"Rekerstraat 53, 1602 Vlezenbeek (Sint-Pieters-Leeuw)",yes,jos.de.witte@pandora.be
http://schrijnwerkervervoort.be,Vervoort Projecten,03 488 57 34,"Liersesteenweg 256, 2590 Berlaar",yes,info@vervoort-projecten.be
http://www.verheyenbinnenhuisinrichting.be,Verheyen bvba,03 458 47 52,"Boniverlei 257, 2650 Edegem",yes,info@kurkgevel.be
http://www.lds-dakwerken.be,LDS-Dakwerken BVBA,0476 74 08 51,"Dranouterstraat 15, 8950 Nieuwkerke (Heuvelland)",yes,info@lds-dakwerken.be
http://dakwerken-dryepondt.be,Dakwerken Dryepondt Dirk,0477 33 18 66,"Lapscheurestraat 11, 8340 Lapscheure (Damme)",yes,dryepondt.dirk@telenet.be
http://www.roofingserviceantwerpen.be,Roofing Service,03 272 06 87,"Everaertsstraat 78, 2060 Antwerpen",yes,roofingservice@skynet.be
None,Verschoot,0475 86 02 03,"Doelstraat 148, 8770 Ingelmunster",yes,verschoot@skynet.be
http://www.mortelmans-nv.be,Aannemingen Mortelmans,03 480 01 05,"Neerloop 9, 2500 Lier",yes,mortelmans.nv@skynet.be
http://www.schilderwerkenherentals.be,De Kwaliteitsschilder,0478 22 09 11,"Rozenstraat 67, 2200 Herentals",yes,bruno_knabe@skynet.be
http://www.gemoco.be,Gemoco,089 41 52 80,"Oude Heidestraat 81, 3740 Munsterbilzen (Bilzen)",yes,info@gemoco.be
http://www.facebook.com/asbschilderwerken/,Asb Schilderwerken,0476 61 90 00,"Sint-Petrusstraat 19, 3580 Beringen",yes,None
http://www.schrijnwerkenslembrouck.com,Algemene schrijnwerken Slembrouck,0476 72 63 99,"Meensesteenweg 78, 8800 Roeselare",yes,sven.slembrouck@hotmail.com
http://www.jacquesmonteyne.be,Monteyne Jacques,051 30 18 95,"Ambachtenstraat 2-4, 8870 Izegem",yes,jacques.monteyne@skynet.be
http://www.nvwillekens.be,Willekens Bouwwerken,011 61 03 61,"Bedrijfsstraat 11 B, 3990 Grote-Brogel (Peer)",yes,info@nvwillekens.be
http://www.fg-voegwerken.be,FG-Voegwerken,0473 61 41 00,"Geebroek 27, 3700 Tongeren",yes,info@fg-voegwerken.be
http://tomdierick.be,Dierick Tom,0476 27 33 04,"Hekkestraat 50, 9200 Grembergen (Dendermonde)",yes,tom.dierick@telenet.be
http://www.noterman.be,Noterman Putboringen,055 42 84 99,"Steenweg 18 B, 9661 Parike (Brakel)",yes,info@noterman.be
http://www.aannemerwoningbouwrikbouwherzele.be,Rik Bouw,053 63 18 56,"Kasteelstraat 20, 9550 Woubrechtegem (Herzele)",yes,info@rikbouw.be
http://www.deruco.be,Deruco,03 321 03 06,"Sint-Rochusstraat 193, 2100 Deurne (Antwerpen)",yes,deruco@deruco.be
http://www.renov-5.be,Renov 5,0495 72 12 68,"Heistraat 167, 2610 Wilrijk (Antwerpen)",yes,renov5@gmail.com
None,Lambrecht Schilder- en Behangwerken,0497 41 21 26,"Riemesteenweg 157 2, 9940 Ertvelde (Evergem)",yes,info@schilderwerkenlambrecht.be
http://www.grondwerken-doom.be,Doom Grondwerken,057 28 01 66,"Westouterseweg 16, 8970 Poperinge",yes,None
http://www.ucon-nv.be,Universal Connections,0460 94 96 49,"Fonsnylaan 65, 1000 Brussel",yes,info@ucon-nv.be
https://www.bouwwerken-nicola.be,Bouwwerken Nicola,0476 91 98 59,"De Pacht 14A, 9506 Nieuwenhove (Geraardsbergen)",yes,bouwwerken.nicola@outlook.be
http://www.abramen.be,Afrasini Dorel,0484 75 67 78,"Hutteweg 5, 1910 Kampenhout",yes,dorel.afrasini@gmail.com
https://www.boelensdesmet.be,Boelens-De Smet,09 373 48 06,"Finlandstraat 8, 9940 Evergem",yes,kurt@boelensdesmet.be
http://www.lavensjonas.be,Grond & Afbraakwerken Lavens Jonas,0497 43 90 16,"Hoveniersstraat 35, 2840 Rumst",yes,lavensjonas@telenet.be
http://www.euronet-vanbelle.be,Euronet,02 347 21 73,"Henri Maubelstraat 53, 1190 Vorst",yes,euronet@euronet-vanbelle.be
http://www.decorateurverstraete.be,Verstraete-Jonckheere & zoon,059 30 07 01,"Populierenlaan 41, 8430 Middelkerke",yes,maite@decorateurverstraete.be
https://vmlrenovatiewerken.be,VML renovatiewerken,0483 43 77 65,"Europastraat 18, 3550 Heusden (Heusden-Zolder)",yes,vml@outlook.be
http://www.rensbouw.be,Rens Bouw,0471 89 25 99,"Langenakker 46/c, 3830 Wellen",yes,info@rensbouw.be
http://www.rfcc.be,R & FCC,09 226 37 56,"Aalterstraat 67, 8755 Ruiselede",yes,info@rfcc.be
http://budprotect.be,Budprotect,0479 50 37 79,"Kapelstraat 221, 2660 Hoboken (Antwerpen)",yes,renovatie@op.pl
http://www.abso.be,Abso,09 226 66 60,"Buntstraat 90, 9940 Evergem",yes,info@abso.be
http://www.asdemo.be,Asdemo,09 330 59 62,"Antoon De Pesseroeylaan 46, 9831 Deurle (Sint-Martens-Latem)",yes,info@asdemo.be
http://www.molenschot.com,Molenschot Industriebouw,014 82 94 94,"Nijverheidsstraat 5, 2490 Balen",yes,info@molenschot.com
None,Prodak Dakwerken,0486 17 05 47,"Statiestraat 20, 2340 Vlimmeren (Beerse)",yes,prodakdakwerken@gmail.com
http://www.bouwwerkensimoen.be,Benny & Miguel Simoen,0475 55 98 70,"Elsbosstraat 36, 9200 Sint-Gillis-Bij-Dendermonde (Dendermonde)",yes,benny.simoen@telenet.be
http://www.schilderwerkenspecialecoatings.com,GNS,0473 13 56 72,"Gorzendreef 8, 2360 Oud-Turnhout",yes,bevox@telenet.be
http://eurodakwerkenbeersel.be,Euro-Dakwerken,0473 84 10 60,"Bergensesteenweg 123, 1651 Lot (Beersel)",yes,euro.toiture@belgacom.net
None,Grond- en Afbraakwerken Robin Godrie,03 297 64 75,"Schotensteenweg 160, 2960 Brecht",yes,robingodrie@hotmail.com
http://www.jasperdebels.be,Jasper Debels Timmer- en Schrijnwerk,0497 41 23 58,"Waterstraat 5/5, 8890 Moorslede",yes,info@jasperdebels.be
http://www.smeyersfransenzonen.be,Smeyers Frans & Zonen,013 77 41 32,"Steenweg Diest 89, 3271 Zichem (Scherpenheuvel-Zichem)",yes,willy.smeyers@telenet.be
http://www.hespeel.com,Decoratie- en Schilderwerk Hespeel,057 33 59 30,"Sappenleenstraat 7-9, 8970 Poperinge",yes,info@hespeel.com
http://www.weltensrecycling.be,Weltens Recycling,011 64 78 52,"Breughelstraat 52, 3910 Neerpelt",yes,weltens.recycling@skynet.be
http://steenstrips-dakwerken-antwerpen.be,Seram,0495 35 95 73,"Jodenstraat 38, 2000 Antwerpen",yes,info@serambvba.be
http://www.vandenabeelenv.be,Van den Abeele & Co,09 366 30 18,"Kwatrechtsteenweg 142A, 9230 Wetteren",yes,vdabeele.nv@belgacom.net
http://www.aannemerappartementenantwerpen.be,Algemene Bouwonderneming Gebr. Loos,014 85 22 03,"Nachtegaalstraat 1 B, 2460 Kasterlee",yes,gebr.loos@scarlet.be
http://www.debiehugo.be,De Bie Hugo,015 51 77 92,"Nindsebaan 14 A, 3140 Keerbergen",yes,hugo.de.bie@telenet.be
http://www.achbuild.be,A C H Bouw,03 238 69 66,"Desguinlei 22, 2018 Antwerpen",yes,info@achbuild.be
http://www.veldeman-bvba.be,Veldeman Aannemingen,052 21 67 32,"Bosveld 20, 9200 Dendermonde",yes,info@veldeman-bvba.be
http://www.finishingworks.be,Van der Meeren Ivo (Finishing Works),0472 21 98 31,"Bruggeveldstraat 36, 1700 Sint-Ulriks-Kapelle (Dilbeek)",yes,finishingw@gmail.com
http://www.grconstructenrenovatie.be,GR Construct en Renovatie,0473 74 10 70,"Einderheibosstraat 18, 3665 As",yes,ronny.grondelaers@telenet.be
http://www.ilvero.be,Ilvero,0477 43 41 00,"Stijn Streuvelslaan 2, 3128 Baal (Tremelo)",yes,info@ilvero.be
http://smeetsonline.be,Smeets,03 475 19 91,"Ranstsesteenweg 201, 2520 Ranst",yes,info@smeetsonline.be
http://michaelduyshaver.be,Duyshaver Michael,054 56 76 99,"Krepelstraat 93F, 9400 Denderwindeke (Ninove)",yes,michael.duyshaver@skynet.be
http://www.schilderwerkenantwerpenvandenbosch.be,Van Den Bosch & Zn,03 480 37 11,"Hagenbroeksesteenweg 191, 2500 Lier",yes,schilderwerken.vandenbosch@skynet.be
http://www.belgiumbuilding.be,Belgium Building bvba,0485 91 59 95,"Schaliestraat 41/E, 9000 Gent",yes,info@belgium-building.be
http://www.oudemetalenschmitz.be,Schmitz G BVBA,015 55 33 62,"Gestellei 19, 2820 Bonheiden",yes,info@oudemetalenschmitz.be
http://afbraakwerkendielis.be,Gebr Dielis Slopingsbedrijf NV,014 61 38 24,"Industrieweg 3, 2340 Beerse",yes,stefan.dielis@telenet.be
http://www.aquazinc.be,Aqua-Zinc,02 731 77 53,"Ferdinand Kinnenstraat 84, 1950 Kraainem",yes,aqua-zinc@skynet.be
http://www.vedecostyling.be,Vedeco Styling,0476 49 12 97,"Sint-Lambertusstraat 1, 2600 Berchem (Antwerpen)",yes,vedecostyling.ckc@gmail.com
http://www.adjilconstructbvba.be,Adjil Construct,0485 75 96 66,"Provinciale Steenweg 40-42/6, 2627 Schelle",yes,adjilconstruct@gmail.com
http://www.ijzerland.be,AA IJzerland,03 685 07 19,"De Hoge Keer 1A, 2160 Wommelgem",yes,info@ijzerland.be
None,Daktechniek MPB,016 98 02 96,"Beerzelstraat 20, 2580 Beerzel (Putte)",yes,daktechniekmpb.bv@gmail.com
http://www.calleeuwblieck.be,Algemene Bouwonderneming Calleeuw-Blieck,050 54 66 52,"Monnikenwerve 8, 8000 Brugge",yes,info@cbbouw.be
http://www.tilbo-construct.be,Tilbo - Construct,0486 73 17 69,"Visvangststraat 56, 3582 Koersel (Beringen)",yes,tilbo-construct@telenet.be
http://www.claudevdb.be,Vandenbroucke Claude,050 21 30 69,"Groenhovestraat 24, 8820 Torhout",yes,info@claudevdb.be
http://www.woningbouw-vanhove.be,Algemene Bouwonderneming Danny Van Hove,03 711 23 93,"Doornstraat 57, 9140 Temse",yes,info@woningbouw-vanhove.be
http://www.schilderaarschot.be,At Decoratie,0496 92 76 89,"Testeltsesteenweg 80, 3201 Langdorp (Aarschot)",yes,info@atdecoratie.be
http://www.bouwwerken-vlerick.be,Bouwwerken Vlerick,0475 91 46 33,"Pont-Zuid 24, 9840 Zevergem (De Pinte)",yes,georgesvlerick@skynet.be
None,Algemene dakwerken Vanzieleghem,09 324 82 17,"Orchideestraat 27, 9041 Oostakker (Gent)",yes,dakwerken_vanzieleghem@hotmail.com
http://www.dakwerken-johann.be,Dakwerken Johann,0498 22 48 21,"Lindelei 144, 2620 Hemiksem",yes,dakwerken-johann@telenet.be
http://www.dakwerken-cpd.be,Dakwerken CPD,015 64 00 50,"Moerstraat 7, 2830 Tisselt (Willebroek)",yes,info@dakwerken-cpd.be
None,Bouwwerken FDV,09 330 80 31,"Vliegpleinkouter 24, 9030 Mariakerke (Gent)",yes,franky.devetter@telenet.be
http://www.stoopprojects.be,Stoop Projects,03 775 24 64,"Gentseweg 299, 9120 Beveren-Waas (Beveren)",yes,info@stoopprojects.be
http://www.grondwerkencocquyt.be,Cocquyt BVBA,09 355 70 99,"Toleindestraat 115, 9080 Beervelde (Lochristi)",yes,marleen@cocquyt-bvba.be
http://www.verstraeteschilderwerken.be,Manuel Verstraete Schilderwerken,0494 07 51 55,"Bollestraat 25B, 8830 Gits (Hooglede)",yes,manuelverstraete@outlook.com
http://www.beterwonen.be,Maisin Decor,0496 24 02 33,"Drogenberg 77, 3090 Overijse",yes,thomasmaisin@hotmail.com
http://bezettingswerkenvermeire.be,Vermeire Patrick,0496 86 73 62,"Boudewijnhof 14, 2870 Puurs",yes,cvba_vermeire@hotmail.be
http://www.dvprojects.be,DV Projects BVBA,053 83 28 00,"Zwarthaar 11, 9450 Haaltert",yes,info@dvprojects.be
http://www.timvyverman.be,Vyverman Tim,0499 47 35 56,"Veldstraat 11, 9420 Burst (Erpe-Mere)",yes,vyverman.tim@telenet.be
http://www.jh-decor.com,JH decor,0494 60 20 39,"Invalidenstraat 82, 8310 Sint-Kruis (Brugge)",yes,jhdecor@telenet.be
http://bo-bois.be,Bo-Bois,056 33 32 59,"Ijzeren Bareel 75, 8587 Spiere (Spiere-Helkijn)",yes,contact@bo-bois.com
http://www.kermans.be,Grondwerken Kermans BVBA,0477 22 17 35,"Groenlaan 29, 2980 Zoersel",yes,info@kermans.be
http://www.dakwerken-adriaens.be,Dakwerken Adriaens,054 33 02 18,"Pamelstraat 410, 9400 Ninove",yes,info@dakwerken-adriaens.be
None,Bouwwerken Ludo Taels,013 66 83 61,"Hofstraat 37, 3980 Tessenderlo",yes,None
http://vroofing.be,V-Roofing,0472 85 70 24,"Beverenstraat 72, 8540 Deerlijk",yes,info@v-roofing.be
http://www.solarconstructs.be,VLW Construct,0472 69 40 00,"Meerhout 8, 9080 Lochristi",yes,info@vlwzonnepanelen.be
http://www.bouwwerken-notte.be,Bouwwerken Notte & Zonen BVBA,09 252 30 45,"Veldakkerwegel 36, 9230 Wetteren",yes,nottebouw@pandora.be
None,Umans Dries,0475 29 18 31,"Wezelstraat 36, 2800 Mechelen",yes,driesmans@icloud.com
http://www.jefmeylemans.be,Meylemans Alex,0476 28 99 47,"Pastoor Van Looystraat 49, 2250 Olen",yes,jefmeylemans@telenet.be
http://www.schrijnwerkerij-rr.be,Rymenants Robbie,0498 53 76 14,"Stationsstraat 130, 2235 Westmeerbeek (Hulshout)",yes,info@schrijnwerkerij-rr.be
http://adamsgebroeders.be,Adams Gebroeders,016 40 16 60,"Vlierbeekstraat 19, 3052 Blanden (Oud-Heverlee)",yes,adams.gebr.bvba@skynet.be
